"","reads","MGRASTid","trt","rep","Achnanthales","Acidimicrobiales","Acidithiobacillales","Acidobacteriales","Actinomycetales","Aeromonadales","Alismatales","Alteromonadales","Anthocerotales","Aquificales","Arecales","Asterales","Bacillales","Bacteroidales","Bacteroidetes.Order.II..Incertae.sedis","Bangiales","Bdellovibrionales","Bifidobacteriales","Brassicales","Burkholderiales","Buxales","Campylobacterales","Carnivora","Caryophyllales","Caulobacterales","Ceramiales","Charales","Chattonellales","Chlamydomonadales","Chlorellales","Chlorobiales","Chloroflexales","Chromatiales","Chroococcales","Clostridiales","Coleochaetales","Compsopogonales","Coniferales","Corallinales","Coscinodiscales","Cyanidiales","Cyatheales","Cycadales","Cyclotrichida","Cytophagales","Deferribacterales","Deinococcales","Desmidiales","Desulfobacterales","Desulfovibrionales","Desulfurellales","Desulfuromonadales","Dinophysiales","Dioscoreales","Diplogasterida","Enterobacteriales","Ericales","Erysipelotrichales","Euglyphida","Eurotiales","Fagales","Fibrobacterales","Flavobacteriales","Fragilariales","Funariales","Fusobacteriales","Gallionellales","Gelidiales","Gemmatimonadales","Gigartinales","Glaucocystales","Gloeobacterales","Gloeochaetales","Glomerellales","Gnetales","Grimmiales","Halanaerobiales","Hemiaulales","Herpetosiphonales","Hydrogenophilales","Hydroida","Hypnales","Ignatiales","Isochrysidales","Isoptera","Jungermanniales","Kinetoplastida","Klebsormidiales","Kordiimonadales","Ktedonobacterales","Lactobacillales","Lamiales","Legionellales","Lycopodiales","Malpighiales","Marattiales","Marchantiales","Mariprofundales","Melosirales","Mesostigmatales","Methanobacteriales","Methylococcales","Methylophilales","Myxococcales","Nautiliales","Naviculales","Neisseriales","Nitrosomonadales","Nitrospirales","Nostocales","Nymphaeales","Oceanospirillales","Oscillatoriales","Oxalidales","Paraliales","Pasteurellales","Pavlovales","Pelliales","Piperales","Planctomycetales","Pleurocapsales","Poales","Polypodiales","Polytrichales","Porphyridiales","Pottiales","Primates","Prochlorales","Prymnesiales","Pseudomonadales","Pseudoscourfieldiales","Puniceicoccales","Pyramimonadales","Pyrenomonadales","Rhizobiales","Rhodellales","Rhodobacterales","Rhodocyclales","Rhodospirillales","Rickettsiales","Rubrobacterales","Selaginellales","Selenomonadales","Siphonostomatoida","Solanales","Solibacterales","Solirubrobacterales","Sphaerobacterales","Sphaeropleales","Sphagnales","Sphingobacteriales","Sphingomonadales","Spirochaetales","Stylonematales","Synergistales","Syntrophobacterales","Takakiales","Terebellida","Tetraphidales","Thalassionemales","Thalassiophysales","Thermales","Thermoanaerobacterales","Thermodesulfobacteriales","Thermoleophilales","Thermotogales","Thiotrichales","Thoreales","Trichomonadida","Ustilaginales","Vaucheriales","Veneroida","Verrucomicrobiales","Vibrionales","Vitales","Xanthomonadales","Zingiberales","Zygnematales","Acholeplasmatales","Apiales","Austrobaileyales","Candidatus.Brocadiales","Cardiobacteriales","Chlamydiales","Chlorodendrales","Coriobacteriales","Dictyoglomales","Entomoplasmatales","Euglenales","Fabales","Fucales","Gentianales","Halobacteriales","Herpesvirales","Isoetales","Methanosarcinales","Metzgeriales","Mycoplasmatales","Pucciniales","Ranunculales","Rhabditida","Rhizochromulinales","Rhodochaetales","Sapindales","Thermomicrobiales","Amborellales","Batrachospermales","Berberidopsidales","Bryopsidales","Crossosomatales","Dilleniales","Equisetales","Ginkgoales","Magnoliales","Ophiostomatales","Psilotales","Rosales","Sordariales","Canellales","Caudovirales","Cucurbitales","Geraniales","Methanococcales","Sporidiobolales"
"77",667,"mgm4455814.3","soil","soil",0,9,10,130,46,0,0,9,0,0,0,0,2,0,1,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,0,0,14,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0,0,0,0,2,2,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35,0,0,0,11,0,0,0,0,0,0,151,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"78",1630,"mgm4455815.3","soil","forest soil",0,69,3,198,234,0,0,2,0,0,0,0,12,1,0,0,0,1,0,53,0,0,0,0,35,0,0,0,0,0,0,0,23,0,51,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,3,0,68,2,0,0,10,0,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,128,0,0,2,34,0,1,0,0,0,0,440,45,0,0,0,110,11,9,0,0,0,0,0,0,0,0,0,1,0,11,0,1,0,6,1,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",1217,"mgm4455816.3","soil","forest soil",0,30,5,14,242,0,0,2,0,0,0,0,47,0,0,0,0,12,0,111,0,0,0,0,13,1,0,1,0,0,0,1,21,6,19,0,0,0,0,0,0,0,0,0,7,0,0,0,0,22,0,10,0,0,0,1,1,5,0,0,0,0,20,0,0,0,0,0,15,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,11,5,0,4,11,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,87,0,4,0,26,0,8,0,3,3,0,94,39,0,0,0,188,32,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,1,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",1695,"mgm4455817.3","soil","tropical soil",0,9,33,209,26,1,0,45,0,0,0,0,4,0,1,0,0,7,0,60,0,0,0,0,11,0,0,0,0,0,0,0,31,1,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,6,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,444,0,0,0,0,0,0,0,1,1,2,31,0,0,0,0,0,0,0,12,18,0,0,9,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,138,0,1,1,29,4,0,0,8,0,1,366,0,0,0,0,8,5,4,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,1,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",1301,"mgm4455818.3","soil","soil",0,16,8,108,175,0,0,7,0,0,0,0,8,2,1,0,0,0,0,50,0,0,0,0,16,0,0,0,2,0,0,0,31,1,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,6,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,2,0,0,63,0,0,0,0,0,0,0,0,5,3,26,0,0,1,0,0,0,0,6,6,0,0,100,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,216,0,4,2,22,2,0,0,1,0,0,171,11,0,0,0,117,7,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,2,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",86,"mgm4455819.3","soil","shrubland",0,1,0,0,8,0,0,0,0,0,0,0,41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83",1247,"mgm4455820.3","soil","soil",0,15,15,161,103,0,0,6,0,0,0,0,6,0,8,0,0,0,0,83,0,0,0,0,13,0,0,0,0,0,0,0,19,2,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,5,0,0,0,0,0,12,0,0,0,0,1,0,0,1,0,0,6,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,56,0,0,0,0,0,0,0,0,11,0,36,0,0,1,0,0,0,0,14,5,0,0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,188,0,2,1,24,10,0,0,0,3,0,108,10,0,0,0,75,9,1,0,0,0,0,0,0,0,0,0,1,0,0,2,6,0,3,0,0,0,5,5,19,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",1135,"mgm4455821.3","soil","soil",0,16,25,6,115,9,0,7,0,0,0,0,94,3,3,0,0,34,0,46,0,0,0,0,15,0,1,0,0,0,0,0,44,4,27,0,0,0,0,0,0,0,0,0,3,10,0,0,0,24,2,77,0,0,0,54,0,20,0,2,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,23,0,0,0,0,0,0,0,0,4,13,32,0,0,7,0,0,1,0,9,8,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,19,0,2,0,0,91,0,0,0,17,2,0,0,2,0,0,16,15,0,0,0,118,5,0,0,2,1,0,1,0,0,0,0,8,1,5,0,0,0,1,3,0,0,9,3,22,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",1204,"mgm4455822.3","soil","soil",0,42,13,2,286,0,0,1,0,2,0,0,31,3,2,0,0,5,0,82,0,0,0,0,14,0,0,0,2,0,0,2,32,5,24,0,0,0,0,0,2,0,1,1,13,0,0,0,0,15,0,3,0,0,0,0,1,5,0,1,0,0,9,0,0,0,0,1,11,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,2,0,54,0,0,0,2,5,0,0,8,4,0,0,1,0,0,0,0,0,8,1,0,0,0,2,0,0,1,0,0,0,0,88,0,4,3,15,2,19,0,0,0,0,44,64,0,0,0,134,46,6,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,1,0,0,0,8,0,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",1092,"mgm4455823.3","soil","soil",0,28,26,79,29,1,1,1,0,0,0,0,11,0,0,0,0,0,0,51,0,0,0,0,36,0,0,0,0,0,0,0,24,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,45,0,0,0,9,2,0,1,0,0,1,0,0,1,0,0,0,14,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,1,0,0,46,8,0,0,37,0,0,0,1,0,0,0,0,0,0,1,1,0,13,0,0,0,0,81,0,2,1,28,5,0,0,5,0,0,180,27,0,0,0,62,21,6,0,2,0,0,0,0,0,0,0,1,0,21,0,0,0,9,0,0,0,10,2,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",32,"mgm4455824.3","soil","tropical soil",0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",1439,"mgm4455825.3","soil","grassland soil",0,30,7,4,161,2,0,1,0,1,0,0,348,1,0,0,2,4,0,58,0,0,0,0,36,0,0,0,0,0,0,0,29,2,58,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,5,0,0,0,1,3,12,0,2,0,0,56,0,0,0,0,2,2,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,9,0,22,0,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,129,0,2,3,21,0,0,0,0,0,0,56,31,2,0,0,96,23,2,0,1,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,18,0,24,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89",1785,"mgm4456668.3","body","M1",0,0,0,1,576,0,0,0,0,0,0,0,898,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",1349,"mgm4456669.3","body","M5",0,0,0,0,688,0,0,0,0,0,0,0,6,145,0,0,0,28,0,81,0,5,0,0,4,0,0,0,0,0,0,0,3,0,48,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,26,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",1740,"mgm4456670.3","body","M3",0,0,0,0,1524,0,0,0,0,0,0,4,137,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",1447,"mgm4456671.3","body","F3",0,2,6,0,658,1,0,0,0,0,0,36,196,76,0,0,0,0,0,19,0,0,0,0,4,0,0,0,0,0,0,0,1,0,210,0,0,71,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,36,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,0,0,0,6,0,3,1,4,0,0,0,11,0,0,0,2,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
"93",1087,"mgm4456672.3","body","M5",0,0,0,4,145,1,0,7,0,0,0,0,48,14,0,0,0,1,0,140,0,0,0,0,6,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,16,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",1188,"mgm4456673.3","body","F1",0,0,0,0,55,0,0,0,0,0,0,0,5,43,0,0,0,8,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,516,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",999,"mgm4456674.3","body","F1",0,0,0,0,638,0,0,0,0,0,0,1,119,7,1,0,0,3,0,11,0,0,0,0,6,0,0,0,0,0,0,0,1,0,101,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,15,0,0,0,0,3,0,1,1,1,0,0,0,2,0,8,2,2,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",1349,"mgm4456675.3","body","M6",0,0,0,0,304,0,0,0,0,0,0,0,1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",15,"mgm4456676.3","body","M2",0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",783,"mgm4456677.3","body","M2",0,0,0,0,619,0,0,0,0,0,0,4,42,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",1443,"mgm4456678.3","body","M6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",1600,"mgm4456679.3","body","M6",0,0,0,0,958,0,0,0,0,0,0,0,18,28,0,0,0,1,0,2,0,1,0,0,4,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,5,0,0,0,6,2,0,0,8,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0
"101",1391,"mgm4456680.3","body","F2",0,1,0,2,849,0,0,2,0,0,0,0,73,12,0,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,56,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,227,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",1167,"mgm4456681.3","body","M1",0,0,0,0,1094,0,0,0,0,0,0,0,23,5,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
