"","reads","MGRASTid","trt","rep","Achnanthales","Acidimicrobiales","Acidithiobacillales","Acidobacteriales","Actinomycetales","Aeromonadales","Alismatales","Alteromonadales","Anthocerotales","Aquificales","Arecales","Asterales","Bacillales","Bacteroidales","Bacteroidetes.Order.II..Incertae.sedis","Bangiales","Bdellovibrionales","Bifidobacteriales","Brassicales","Burkholderiales","Buxales","Campylobacterales","Carnivora","Caryophyllales","Caulobacterales","Ceramiales","Charales","Chattonellales","Chlamydomonadales","Chlorellales","Chlorobiales","Chloroflexales","Chromatiales","Chroococcales","Clostridiales","Coleochaetales","Compsopogonales","Coniferales","Corallinales","Coscinodiscales","Cyanidiales","Cyatheales","Cycadales","Cyclotrichida","Cytophagales","Deferribacterales","Deinococcales","Desmidiales","Desulfobacterales","Desulfovibrionales","Desulfurellales","Desulfuromonadales","Dinophysiales","Dioscoreales","Diplogasterida","Enterobacteriales","Ericales","Erysipelotrichales","Euglyphida","Eurotiales","Fagales","Fibrobacterales","Flavobacteriales","Fragilariales","Funariales","Fusobacteriales","Gallionellales","Gelidiales","Gemmatimonadales","Gigartinales","Glaucocystales","Gloeobacterales","Gloeochaetales","Glomerellales","Gnetales","Grimmiales","Halanaerobiales","Hemiaulales","Herpetosiphonales","Hydrogenophilales","Hydroida","Hypnales","Ignatiales","Isochrysidales","Isoptera","Jungermanniales","Kinetoplastida","Klebsormidiales","Kordiimonadales","Ktedonobacterales","Lactobacillales","Lamiales","Legionellales","Lycopodiales","Malpighiales","Marattiales","Marchantiales","Mariprofundales","Melosirales","Mesostigmatales","Methanobacteriales","Methylococcales","Methylophilales","Myxococcales","Nautiliales","Naviculales","Neisseriales","Nitrosomonadales","Nitrospirales","Nostocales","Nymphaeales","Oceanospirillales","Oscillatoriales","Oxalidales","Paraliales","Pasteurellales","Pavlovales","Pelliales","Piperales","Planctomycetales","Pleurocapsales","Poales","Polypodiales","Polytrichales","Porphyridiales","Pottiales","Primates","Prochlorales","Prymnesiales","Pseudomonadales","Pseudoscourfieldiales","Puniceicoccales","Pyramimonadales","Pyrenomonadales","Rhizobiales","Rhodellales","Rhodobacterales","Rhodocyclales","Rhodospirillales","Rickettsiales","Rubrobacterales","Selaginellales","Selenomonadales","Siphonostomatoida","Solanales","Solibacterales","Solirubrobacterales","Sphaerobacterales","Sphaeropleales","Sphagnales","Sphingobacteriales","Sphingomonadales","Spirochaetales","Stylonematales","Synergistales","Syntrophobacterales","Takakiales","Terebellida","Tetraphidales","Thalassionemales","Thalassiophysales","Thermales","Thermoanaerobacterales","Thermodesulfobacteriales","Thermoleophilales","Thermotogales","Thiotrichales","Thoreales","Trichomonadida","Ustilaginales","Vaucheriales","Veneroida","Verrucomicrobiales","Vibrionales","Vitales","Xanthomonadales","Zingiberales","Zygnematales","Acholeplasmatales","Apiales","Austrobaileyales","Candidatus.Brocadiales","Cardiobacteriales","Chlamydiales","Chlorodendrales","Coriobacteriales","Dictyoglomales","Entomoplasmatales","Euglenales","Fabales","Fucales","Gentianales","Halobacteriales","Herpesvirales","Isoetales","Methanosarcinales","Metzgeriales","Mycoplasmatales","Pucciniales","Ranunculales","Rhabditida","Rhizochromulinales","Rhodochaetales","Sapindales","Thermomicrobiales","Amborellales","Batrachospermales","Berberidopsidales","Bryopsidales","Crossosomatales","Dilleniales","Equisetales","Ginkgoales","Magnoliales","Ophiostomatales","Psilotales","Rosales","Sordariales","Canellales","Caudovirales","Cucurbitales","Geraniales","Methanococcales","Sporidiobolales"
"129",1683,"mgm4456708.3","body","F2",0,0,0,0,497,0,0,0,0,0,0,0,460,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,317,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",2537,"mgm4456709.3","body","M2",0,0,31,0,0,0,0,0,0,0,0,0,3,1600,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"131",1303,"mgm4456710.3","body","F3",0,0,0,0,787,0,0,0,0,0,0,0,1,12,0,0,0,15,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,131,0,0,2,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,3,0,4,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",46,"mgm4456711.3","body","F1",0,0,0,0,12,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",1595,"mgm4456712.3","body","F1",0,0,0,0,987,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",33,"mgm4456713.3","body","M6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",1132,"mgm4456714.3","body","F3",0,2,1,0,679,0,0,0,0,0,0,1,66,6,0,0,0,2,1,109,0,1,0,0,4,0,0,0,0,0,0,0,3,0,36,0,0,44,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,1,1,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,23,0,0,0,0,8,0,6,13,5,0,2,0,1,0,2,4,4,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"136",2774,"mgm4456715.3","body","M3",0,0,0,0,449,0,0,0,0,0,0,0,37,381,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",1154,"mgm4456716.3","body","M1",0,0,0,0,1091,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",2420,"mgm4456717.3","body","F2",0,0,0,0,392,0,0,0,0,0,0,0,22,303,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,66,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,0,0,1,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",1051,"mgm4456718.3","body","M4",0,6,2,0,163,0,0,0,0,0,0,0,686,2,0,0,0,2,0,20,0,0,0,0,11,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,9,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,10,0,0,0,0,16,0,5,0,9,0,0,0,0,0,10,0,12,0,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"140",1868,"mgm4456719.3","body","M3",0,0,0,0,1721,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",1023,"mgm4456720.3","body","M6",0,0,0,0,767,0,0,0,0,0,0,0,158,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1,1,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",5,"mgm4456721.3","body","M4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",1067,"mgm4456722.3","body","F1",0,6,0,0,279,0,0,1,0,0,0,36,414,29,0,0,0,5,1,12,0,0,0,0,4,0,0,0,0,0,0,0,2,2,16,0,0,6,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,2,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,3,36,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,1,0,0,1,0,15,0,25,2,7,0,0,0,8,0,7,0,6,0,0,0,13,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"144",2077,"mgm4456723.3","body","F2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",1751,"mgm4456724.3","body","M6",0,0,0,0,126,1,0,0,0,0,0,0,1592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",872,"mgm4456725.3","body","M5",0,2,1,0,691,0,0,0,0,0,0,5,35,4,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,22,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,3,0,6,3,3,0,0,0,0,0,0,0,4,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",985,"mgm4456726.3","body","M6",0,0,0,0,242,0,0,0,0,0,0,0,2,194,0,0,0,1,0,26,0,42,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,2,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",1251,"mgm4456727.3","body","F1",0,1,2,0,648,0,7,0,0,0,7,1,197,25,0,0,0,4,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,165,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,15,0,2,2,1,0,0,0,7,0,8,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",1809,"mgm4456728.3","body","M4",0,13,10,3,514,0,0,3,0,0,0,26,389,2,0,0,0,15,0,102,0,1,0,0,5,0,0,0,0,0,0,3,6,0,31,0,0,294,0,0,0,0,0,0,18,0,3,0,0,4,0,0,0,0,0,19,0,3,0,0,1,0,15,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,36,1,0,0,0,0,0,0,0,0,1,0,4,0,2,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,39,0,0,0,0,21,0,14,1,9,4,1,0,6,0,0,10,22,0,0,0,16,28,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",1588,"mgm4456729.3","body","F3",0,0,0,0,134,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",2,"mgm4456730.3","body","M6",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",1518,"mgm4456731.3","body","M2",0,0,1,0,903,0,0,0,0,0,0,0,110,11,0,0,0,1,2,113,0,2,0,0,3,0,0,0,0,0,0,0,0,0,23,0,0,167,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,4,0,9,0,2,0,0,0,7,0,4,0,0,0,0,0,5,8,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"153",1186,"mgm4456732.3","body","M2",0,0,0,0,1037,0,0,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",1398,"mgm4456733.3","body","M5",0,1,1,0,697,0,0,0,0,0,0,0,139,31,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0,310,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,0,18,0,18,0,13,0,1,0,0,0,0,0,3,0,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
