"","trt","rep","reads","Achnanthales","Acholeplasmatales","Acidimicrobiales","Acidithiobacillales","Acidobacteriales","Actinomycetales","Aeromonadales","Agaricales","Alismatales","Alteromonadales","Amborellales","Anthocerotales","Anura","Aquificales","Bacillales","Bacteroidales","Bacteroidetes.Order.II..Incertae.sedis","Bangiales","Batrachospermales","Bdellovibrionales","Berberidopsidales","Bifidobacteriales","Bryopsidales","Burkholderiales","Campylobacterales","Canellales","Cardiobacteriales","Caryophyllales","Caudovirales","Caulobacterales","Ceramiales","Charales","Chattonellales","Chlamydiales","Chlamydomonadales","Chlorellales","Chlorobiales","Chlorodendrales","Chloroflexales","Chromatiales","Chroococcales","Clostridiales","Compsopogonales","Corallinales","Coriobacteriales","Coscinodiscales","Crossosomatales","Cucurbitales","Cyanidiales","Cyatheales","Cycadales","Cyclotrichida","Cytophagales","Deferribacterales","Deinococcales","Desmidiales","Desulfobacterales","Desulfovibrionales","Desulfurellales","Desulfuromonadales","Dictyoglomales","Dilleniales","Dinophysiales","Dioscoreales","Diplogasterida","Diptera","Ectocarpales","Enterobacteriales","Enterogona","Entomoplasmatales","Equisetales","Erysipelotrichales","Eucoccidiorida","Euglenales","Fagales","Fibrobacterales","Flavobacteriales","Fucales","Fusobacteriales","Galliformes","Gallionellales","Gemmatimonadales","Gentianales","Geraniales","Gigartinales","Ginkgoales","Gloeobacterales","Haemosporida","Halanaerobiales","Halobacteriales","Helotiales","Hemiaulales","Herpesvirales","Herpetosiphonales","Hydrogenophilales","Hydroida","Ignatiales","Isoetales","Ixodida","Kinetoplastida","Klebsormidiales","Kordiimonadales","Ktedonobacterales","Lactobacillales","Legionellales","Lycopodiales","Magnaporthales","Mamiellales","Marattiales","Marchantiales","Mariprofundales","Melosirales","Mesostigmatales","Methanobacteriales","Methanococcales","Methanomicrobiales","Methanosarcinales","Methylococcales","Methylophilales","Mycoplasmatales","Myrtales","Myxococcales","Nautiliales","Neisseriales","Nitrosomonadales","Nitrospirales","Nostocales","Nymphaeales","Oceanospirillales","Ophiostomatales","Oscillatoriales","Paraliales","Pasteurellales","Pelliales","Perkinsida","Phyllachorales","Piperales","Planctomycetales","Pleurocapsales","Porphyridiales","Pottiales","Prochlorales","Prymnesiales","Pseudomonadales","Pucciniales","Puniceicoccales","Pyramimonadales","Pyrenomonadales","Ranunculales","Rhabditida","Rhizobiales","Rhizochromulinales","Rhodellales","Rhodobacterales","Rhodochaetales","Rhodocyclales","Rhodospirillales","Rickettsiales","Rodentia","Rosales","Rubrobacterales","Saccharomycetales","sampleCounts...setdiff.colnames.sampleCounts...badOrders..","Sapindales","Scorpiones","Selaginellales","Selenomonadales","Solibacterales","Solirubrobacterales","Sphaerobacterales","Sphaeropleales","Sphagnales","Sphingobacteriales","Sphingomonadales","Spirochaetales","Sporidiobolales","Stylonematales","Synergistales","Syntrophobacterales","Takakiales","Terebellida","Tetraphidales","Thalassionemales","Thalassiophysales","Thermales","Thermoanaerobacterales","Thermococcales","Thermodesulfobacteriales","Thermoleophilales","Thermomicrobiales","Thermotogales","Thiotrichales","Thoreales","Trichocephalida","Trichomonadida","unclassified..derived.from.Acidobacteria.","unclassified..derived.from.Actinobacteria..class..","unclassified..derived.from.Alphaproteobacteria.","unclassified..derived.from.Appendicularia.","unclassified..derived.from.Archaea.","unclassified..derived.from.Bacillariophyceae.","unclassified..derived.from.Bacteria.","unclassified..derived.from.Bacteroidetes.","unclassified..derived.from.Betaproteobacteria.","unclassified..derived.from.Brachiopoda.","unclassified..derived.from.Chlorophyta.","unclassified..derived.from.Chordata.","unclassified..derived.from.Clostridia.","unclassified..derived.from.Coscinodiscophyceae.","unclassified..derived.from.Cryptophyta.","unclassified..derived.from.Cyanobacteria.","unclassified..derived.from.Dehalococcoidetes.","unclassified..derived.from.Deltaproteobacteria.","unclassified..derived.from.Epsilonproteobacteria.","unclassified..derived.from.Eukaryota.","unclassified..derived.from.Euryarchaeota.","unclassified..derived.from.Firmicutes.","unclassified..derived.from.Gammaproteobacteria.","unclassified..derived.from.Glaucocystophyceae.","unclassified..derived.from.Ktedonobacteria.","unclassified..derived.from.Lentisphaerae.","unclassified..derived.from.Mammalia.","unclassified..derived.from.Opitutae.","unclassified..derived.from.Proteobacteria.","unclassified..derived.from.Sordariomycetes.","unclassified..derived.from.Spartobacteria.","unclassified..derived.from.Streptophyta.","unclassified..derived.from.Synergistetes.","unclassified..derived.from.Trebouxiophyceae.","unclassified..derived.from.unclassified.sequences.","unclassified..derived.from.Verrucomicrobia.","unclassified..derived.from.Viruses.","Veneroida","Verrucomicrobiales","Vibrionales","Xanthomonadales"
"4455794.3","soil","grassland soil",35,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4455795.3","soil","shrubland",1281,0,0,50,3,0,137,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,11,0,56,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,18,4,26,0,0,0,0,0,0,0,0,0,0,34,1,5,0,0,11,0,32,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,7,0,1,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,21,0,1,7,3,3,0,2,0,31,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,122,0,0,33,0,5,32,1,0,0,87,0,0,0,0,0,1,48,35,0,0,0,222,46,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,6,0,0,5,0,0,0,3,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,14
"4455796.3","soil","soil",1759,0,0,33,10,1,302,0,0,0,1,0,0,0,2,29,0,0,0,0,2,0,48,0,121,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,40,2,16,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,9,0,5,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,7,0,0,0,0,21,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,38,0,7,12,5,1,0,3,0,5,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,137,0,0,6,0,6,9,0,0,0,14,0,0,0,0,0,2,95,24,2,0,0,451,41,3,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,11,0,0,4,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,2,0,0,11,0,3,0,3,0,0,0,6,0,28
"4455797.3","soil","soil",1095,0,0,3,14,52,24,0,0,0,8,0,0,0,2,9,5,0,0,0,0,0,0,0,42,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,38,26,73,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,55,0,0,0,0,0,0,0,15,0,0,0,3,0,0,1,0,0,0,0,0,6,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,48,0,0,0,0,0,0,5,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,1,0,18,45,7,0,0,0,0,0,0,0,0,31,212,1,0,0,0,6,16,14,0,1,0,9,0,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0,24,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,9,2,12,1,0,2,6,0,5,0,0,0,1,0,0,0,10,1,35
"4455798.3","soil","soil",1051,0,0,13,25,23,96,0,0,0,6,0,0,0,4,23,0,0,0,0,4,0,8,0,111,1,0,0,0,0,11,0,2,0,0,0,0,0,0,2,39,10,21,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,10,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,6,22,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,30,0,0,0,0,1,0,7,0,16,0,7,0,0,2,0,1,0,0,0,0,0,10,0,0,0,0,0,0,70,0,0,2,0,6,22,12,0,0,0,0,0,0,0,0,0,54,6,0,2,0,143,6,1,0,0,1,0,0,0,0,0,0,0,2,0,0,6,0,2,2,0,0,2,20,0,12,0,0,0,7,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,10,2,13,0,0,1,7,0,5,0,0,0,4,0,0,0,4,3,29
"4455799.3","soil","shrubland",1062,2,0,24,3,0,105,0,0,0,2,0,0,0,1,123,2,0,0,0,5,0,3,0,39,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,49,0,17,0,0,0,0,0,0,0,0,0,0,43,0,1,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,7,0,0,1,0,2,0,1,0,156,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,72,0,0,22,0,0,3,3,0,0,23,0,0,0,0,0,0,16,17,1,0,0,125,24,6,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,3,1,0,6,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,33,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,23
"4455800.3","soil","forest soil",1512,0,0,12,13,273,99,0,0,0,8,0,0,0,0,10,2,0,0,0,0,0,8,0,75,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,31,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,118,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,24,0,0,0,0,0,0,12,0,10,0,82,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,115,0,0,3,0,1,25,1,0,0,0,0,0,0,0,0,6,222,3,0,0,0,75,10,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,124,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,2,0,0,14,0,1,0,0,0,3,0,0,0,7,3,17
"4455801.3","soil","forest soil",1346,0,0,17,6,138,92,0,0,0,6,0,0,0,0,30,0,0,0,0,0,0,1,0,70,0,0,0,0,0,35,0,0,0,0,1,1,0,0,0,34,2,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,15,0,0,0,0,0,0,0,13,0,0,0,10,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,25,0,0,1,0,1,0,11,0,5,0,61,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,187,0,0,0,0,14,28,8,0,0,0,0,0,0,0,0,1,163,5,0,0,0,78,24,2,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,30,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,8,1,3,0,0,1,10,0,8,0,0,0,9,0,0,0,7,3,48
"4455802.3","soil","grassland soil",1282,0,0,26,5,59,87,1,0,0,1,0,0,0,0,38,6,0,0,0,0,0,1,0,98,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,47,3,39,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,25,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,110,0,1,0,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,34,0,1,1,1,1,0,14,0,15,0,18,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,85,0,0,3,0,4,25,3,0,0,0,0,0,0,0,0,0,124,13,0,0,0,185,7,4,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,7,20,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,1,8,0,6,0,0,0,4,0,0,0,7,4,14
"4455803.3","soil","shrubland",1157,0,0,32,6,0,144,0,0,0,3,0,0,0,6,48,3,1,0,0,0,0,8,0,39,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,38,4,37,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,7,0,0,0,6,3,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,19,0,0,1,2,0,0,5,0,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,68,0,0,11,0,0,14,2,0,0,43,0,0,0,0,0,0,28,62,0,0,0,218,25,1,0,0,0,3,0,0,0,0,0,0,13,0,1,0,0,0,9,0,0,9,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,9,5,0,4,0,0,0,9,0,0,0,10,0,19
"4455804.3","soil","soil",1091,0,0,18,4,182,60,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,31,9,11,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,22,0,0,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,13,0,3,1,0,0,0,6,0,8,0,70,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,55,0,0,1,0,9,25,2,0,0,0,0,0,0,0,0,9,224,0,0,0,0,14,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,89,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,4,1,7,0,0,0,3,0,1,0,0,0,3,0,0,0,3,0,21
"4455805.3","soil","soil",1452,0,0,77,7,0,229,0,0,0,11,0,0,0,1,92,2,0,0,0,0,0,21,0,77,0,0,0,0,0,7,0,0,0,0,1,0,1,0,4,17,1,13,0,2,0,0,0,0,0,0,0,0,35,0,1,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,17,0,0,0,2,5,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,29,0,1,2,3,7,0,6,0,15,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,121,0,0,11,0,3,31,1,0,0,23,0,0,0,0,0,2,36,63,4,0,0,221,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,1,6,0,0,0,8,2,0,0,0,0,0,0,0,0,14,0,1,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,3,0,12
"4455806.3","soil","grassland soil",1836,0,0,18,5,111,222,0,0,0,5,0,0,0,1,225,3,0,0,0,0,0,5,0,200,0,0,0,0,0,14,2,1,0,0,0,1,6,0,0,17,78,63,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,14,0,5,0,0,0,0,0,0,0,41,0,0,0,9,0,0,0,4,14,0,0,26,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,33,42,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,29,0,0,3,0,2,0,7,0,9,0,24,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,112,0,0,5,0,0,33,4,0,0,0,0,0,0,0,0,1,116,14,0,1,0,71,26,6,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,4,0,0,10,51,1,2,4,0,0,10,0,0,0,0,0,0,8,0,0,5,1,1,0,0,0,11,0,4,0,0,0,4,0,2,0,0,0,2,0,1,0,2,10,28
"4455807.3","soil","soil",1119,1,0,26,9,0,95,1,0,0,5,0,0,0,0,132,4,0,0,0,1,0,23,0,47,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,34,1,42,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,31,0,47,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,23,0,0,1,1,0,0,16,0,6,0,0,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,114,0,0,2,0,3,17,4,0,0,5,0,0,0,0,0,0,24,20,1,0,0,167,24,3,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,2,1,2,0,0,0,19,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,8,0,0,5,0,0,0,10,0,0,0,3,2,15
"4455808.3","soil","shrubland",1221,0,0,42,5,0,163,0,0,0,7,0,0,0,6,21,0,0,0,0,0,0,7,0,53,0,0,0,0,0,10,0,0,0,0,1,0,0,0,4,44,2,19,0,0,0,0,0,0,0,0,0,0,28,0,1,0,2,11,0,12,0,0,0,0,0,0,0,2,0,0,0,9,0,0,1,1,2,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,33,0,0,5,3,9,0,0,0,75,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,69,0,0,59,0,1,15,0,0,0,113,0,0,0,0,0,0,38,29,0,1,0,123,25,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,8,0,0,7,0,0,6,0,0,9,10,19,0,0,0,0,0,0,0,0,13,3,0,0,0,0,25,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,4,3,14
"4455809.3","soil","soil",1210,0,0,15,14,18,77,0,0,0,1,0,0,0,0,168,4,0,0,0,2,0,26,0,45,1,0,0,0,0,18,0,2,0,0,0,0,0,0,0,29,0,50,0,0,0,0,0,0,0,0,0,0,4,3,2,0,9,36,0,87,0,0,0,0,0,0,0,3,0,0,0,38,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,37,0,1,0,3,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,87,0,0,0,0,14,14,5,0,0,0,0,0,0,0,0,3,38,5,1,0,0,125,13,2,0,0,0,0,0,0,0,0,0,0,12,0,0,4,0,0,2,0,0,1,9,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,4,7,0,14,0,1,0,10,0,0,0,19,0,31
"4455810.3","soil","forest soil",1334,0,0,24,4,68,178,0,0,0,1,0,0,0,1,153,1,0,0,0,1,0,1,0,77,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,22,5,46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,2,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,1,0,0,26,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,34,0,3,5,0,11,0,9,0,9,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,72,0,0,1,0,3,18,1,0,0,0,0,0,0,0,0,2,124,6,0,0,0,217,10,0,0,0,4,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,1,0,0,0,8,0,9,0,0,0,8,0,0,1,7,1,45
"4455811.3","soil","soil",1122,0,0,18,11,1,106,0,0,0,3,0,0,0,0,37,0,0,0,0,0,0,13,0,55,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,18,13,6,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,20,0,11,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,1,1,5,14,0,3,0,175,0,7,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,111,0,0,10,0,1,45,0,0,0,25,0,0,0,0,0,0,38,15,3,0,0,117,10,1,0,0,1,12,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,2,0,6,0,0,22,28,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,8
"4455812.3","soil","soil",1239,0,0,26,10,139,70,0,0,0,5,0,0,0,0,20,3,0,0,0,0,0,12,0,43,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,26,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,6,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,11,0,2,9,0,0,0,5,0,8,0,67,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,117,0,0,0,0,0,22,7,0,0,0,0,0,0,0,0,0,240,7,0,0,0,73,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,96,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,23,1,0,4,8,0,1,0,0,0,4,0,0,0,5,1,16
"4455813.3","soil","soil",1370,0,0,12,18,205,60,0,0,0,3,0,0,0,0,11,4,0,0,0,0,0,3,0,59,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,33,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,0,1,0,0,0,0,16,0,4,0,95,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,82,0,0,0,0,4,6,2,0,0,0,0,0,0,0,0,1,236,2,0,0,0,134,7,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,118,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,2,8,0,3,0,0,0,2,0,0,0,4,2,67
"4455814.3","soil","soil",724,0,0,9,10,130,39,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,14,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,0,2,0,2,0,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,0,0,1,1,26
"4455815.3","soil","forest soil",2237,0,0,69,3,198,334,0,0,0,2,0,0,0,0,43,1,0,0,0,0,0,1,0,156,0,0,0,0,0,35,0,0,0,0,0,0,7,0,0,23,76,82,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,0,0,0,32,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,3,0,68,0,5,0,27,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,143,0,0,1,0,2,35,0,0,0,1,0,0,0,0,0,0,440,45,0,0,0,110,11,9,0,0,0,0,0,0,0,0,0,0,1,2,0,11,1,0,1,0,0,6,11,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,0,82,0,0,0,0,0,2,0,0,0,15,0,0,0,0,5,3
"4455816.3","soil","forest soil",1166,0,0,30,5,14,223,0,0,0,2,0,0,0,0,47,0,0,0,0,0,0,11,0,103,0,0,0,0,0,12,1,0,1,0,0,0,0,0,1,21,6,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,21,0,10,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,19,0,0,0,0,8,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,11,5,0,4,0,11,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,86,0,0,3,0,0,25,0,0,0,8,0,0,0,0,0,3,94,19,0,0,0,186,27,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,14,0,0,0,22,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,2,1,7
